scenario,probability,hub,week,demand
1,0.0625,2,24,29303
1,0.0625,2,25,28188
1,0.0625,2,26,27750
1,0.0625,2,27,27615
1,0.0625,2,28,28285
1,0.0625,2,29,29403
1,0.0625,2,30,25329
1,0.0625,2,31,26209
1,0.0625,2,32,27823
1,0.0625,2,33,27400
1,0.0625,2,34,24189
1,0.0625,2,35,28161
1,0.0625,2,36,28205
1,0.0625,2,37,28948
1,0.0625,2,38,26289
1,0.0625,2,39,28264
1,0.0625,2,40,27433
1,0.0625,2,41,26279
1,0.0625,2,42,27978
1,0.0625,2,43,29120
1,0.0625,2,44,29930
1,0.0625,2,45,29333
1,0.0625,2,46,29902
1,0.0625,2,47,27980
1,0.0625,2,48,29865
1,0.0625,2,49,28119
1,0.0625,2,50,30097
1,0.0625,2,51,27605
2,0.0625,0,0,34506
2,0.0625,0,1,32825
2,0.0625,0,2,34400
2,0.0625,0,3,32814
2,0.0625,0,4,35793
2,0.0625,0,5,33120
2,0.0625,0,6,33553
2,0.0625,0,7,34914
2,0.0625,0,8,37959
2,0.0625,0,9,32892
2,0.0625,0,10,34092
2,0.0625,0,11,35403
2,0.0625,0,12,33146
2,0.0625,0,13,34215
2,0.0625,0,14,32080
2,0.0625,0,15,32796
2,0.0625,0,16,33740
2,0.0625,0,17,33999
2,0.0625,0,18,35795
2,0.0625,0,19,34760
2,0.0625,0,20,34475
2,0.0625,0,21,34389
2,0.0625,0,22,32594
2,0.0625,0,23,36686
2,0.0625,0,24,36865
2,0.0625,0,25,32760
2,0.0625,0,26,35835
2,0.0625,0,27,35855
2,0.0625,0,28,32490
2,0.0625,0,29,34611
2,0.0625,0,30,32664
2,0.0625,0,31,35981
2,0.0625,0,32,32868
2,0.0625,0,33,35471
2,0.0625,0,34,31307
2,0.0625,0,35,31872
2,0.0625,0,36,33983
2,0.0625,0,37,33098
2,0.0625,0,38,29577
2,0.0625,0,39,20392
2,0.0625,0,40,20451
2,0.0625,0,41,21262
2,0.0625,0,42,22255
2,0.0625,0,43,21274
2,0.0625,0,44,22238
2,0.0625,0,45,21397
2,0.0625,0,46,19892
2,0.0625,0,47,21804
2,0.0625,0,48,20297
2,0.0625,0,49,22090
2,0.0625,0,50,21670
2,0.0625,0,51,19759
2,0.0625,1,0,17571
2,0.0625,1,1,18911
2,0.0625,1,2,18388
2,0.0625,1,3,18642
2,0.0625,1,4,17179
2,0.0625,1,5,18972
2,0.0625,1,6,17949
2,0.0625,1,7,17792
2,0.0625,1,8,16087
2,0.0625,1,9,18742
2,0.0625,1,10,17464
2,0.0625,1,11,17765
2,0.0625,1,12,18431
2,0.0625,1,13,17695
2,0.0625,1,14,19004
2,0.0625,1,15,19039
2,0.0625,1,16,19252
2,0.0625,1,17,18200
2,0.0625,1,18,16990
2,0.0625,1,19,18069
2,0.0625,1,20,18228
2,0.0625,1,21,19453
2,0.0625,1,22,19437
2,0.0625,1,23,18032
2,0.0625,1,24,16827
2,0.0625,1,25,19048
2,0.0625,1,26,18894
2,0.0625,1,27,18452
2,0.0625,1,28,19830
2,0.0625,1,29,18093
2,0.0625,1,30,20395
2,0.0625,1,31,18563
2,0.0625,1,32,18923
2,0.0625,1,33,18750
2,0.0625,1,34,20371
2,0.0625,1,35,20267
2,0.0625,1,36,17738
2,0.0625,1,37,19745
2,0.0625,1,38,20826
2,0.0625,1,39,24230
2,0.0625,1,40,23581
2,0.0625,1,41,23968
2,0.0625,1,42,21930
2,0.0625,1,43,22655
2,0.0625,1,44,22424
2,0.0625,1,45,24187
2,0.0625,1,46,24058
2,0.0625,1,47,23581
2,0.0625,1,48,24665
2,0.0625,1,49,22665
2,0.0625,1,50,23705
2,0.0625,1,51,23247
2,0.0625,2,0,28347
2,0.0625,2,1,29474
2,0.0625,2,2,29034
2,0.0625,2,3,27011
2,0.0625,2,4,28109
2,0.0625,2,5,28152
2,0.0625,2,6,29126
2,0.0625,2,7,28982
2,0.0625,2,8,27644
2,0.0625,2,9,29973
2,0.0625,2,10,27202
2,0.0625,2,11,29142
2,0.0625,2,12,28537
2,0.0625,2,13,28081
2,0.0625,2,14,30877
2,0.0625,2,15,32238
2,0.0625,2,16,28858
2,0.0625,2,17,29758
2,0.0625,2,18,30929
2,0.0625,2,19,28083
2,0.0625,2,20,30624
2,0.0625,2,21,29909
2,0.0625,2,22,30604
2,0.0625,2,23,30812
2,0.0625,2,24,29303
2,0.0625,2,25,28188
2,0.0625,2,26,28359
2,0.0625,2,27,28899
2,0.0625,2,28,26782
2,0.0625,2,29,28835
2,0.0625,2,30,28792
2,0.0625,2,31,25569
2,0.0625,2,32,27031
2,0.0625,2,33,26780
2,0.0625,2,34,26062
2,0.0625,2,35,29353
2,0.0625,2,36,28172
2,0.0625,2,37,29992
2,0.0625,2,38,28570
2,0.0625,2,39,25196
2,0.0625,2,40,24609
2,0.0625,2,41,23924
2,0.0625,2,42,23926
2,0.0625,2,43,22069
2,0.0625,2,44,22717
2,0.0625,2,45,21210
2,0.0625,2,46,25690
2,0.0625,2,47,22576
2,0.0625,2,48,24010
2,0.0625,2,49,24273
2,0.0625,2,50,24907
2,0.0625,2,51,25140
3,0.0625,0,0,34506
3,0.0625,0,1,32825
3,0.0625,0,2,34400
3,0.0625,0,3,32814
3,0.0625,0,4,35793
3,0.0625,0,5,33120
3,0.0625,0,6,33553
3,0.0625,0,7,34914
3,0.0625,0,8,37959
3,0.0625,0,9,32892
3,0.0625,0,10,34092
3,0.0625,0,11,35403
3,0.0625,0,12,33146
3,0.0625,0,13,34215
3,0.0625,0,14,32080
3,0.0625,0,15,32796
3,0.0625,0,16,33740
3,0.0625,0,17,33999
3,0.0625,0,18,35795
3,0.0625,0,19,34760
3,0.0625,0,20,34475
3,0.0625,0,21,34389
3,0.0625,0,22,32594
3,0.0625,0,23,36686
3,0.0625,0,24,36865
3,0.0625,0,25,32760
3,0.0625,0,26,35835
3,0.0625,0,27,35855
3,0.0625,0,28,32490
3,0.0625,0,29,34611
3,0.0625,0,30,32664
3,0.0625,0,31,35981
3,0.0625,0,32,32868
3,0.0625,0,33,35471
3,0.0625,0,34,31307
3,0.0625,0,35,31872
3,0.0625,0,36,33983
3,0.0625,0,37,33098
3,0.0625,0,38,29577
3,0.0625,0,39,21607
3,0.0625,0,40,22055
3,0.0625,0,41,21513
3,0.0625,0,42,23703
3,0.0625,0,43,20511
3,0.0625,0,44,21976
3,0.0625,0,45,22296
3,0.0625,0,46,19583
3,0.0625,0,47,20125
3,0.0625,0,48,22962
3,0.0625,0,49,21513
3,0.0625,0,50,21927
3,0.0625,0,51,21445
3,0.0625,1,0,17571
3,0.0625,1,1,18911
3,0.0625,1,2,18388
3,0.0625,1,3,18642
3,0.0625,1,4,17179
3,0.0625,1,5,18972
3,0.0625,1,6,17949
3,0.0625,1,7,17792
3,0.0625,1,8,16087
3,0.0625,1,9,18742
3,0.0625,1,10,17464
3,0.0625,1,11,17765
3,0.0625,1,12,18431
3,0.0625,1,13,17695
3,0.0625,1,14,19004
3,0.0625,1,15,19039
3,0.0625,1,16,19252
3,0.0625,1,17,18200
3,0.0625,1,18,16990
3,0.0625,1,19,18069
3,0.0625,1,20,18228
3,0.0625,1,21,19453
3,0.0625,1,22,19437
3,0.0625,1,23,18032
3,0.0625,1,24,16827
3,0.0625,1,25,19048
3,0.0625,1,26,18894
3,0.0625,1,27,18452
3,0.0625,1,28,19830
3,0.0625,1,29,18093
3,0.0625,1,30,20395
3,0.0625,1,31,18563
3,0.0625,1,32,18923
3,0.0625,1,33,18750
3,0.0625,1,34,20371
3,0.0625,1,35,20267
3,0.0625,1,36,17738
3,0.0625,1,37,19745
3,0.0625,1,38,20826
3,0.0625,1,39,23867
3,0.0625,1,40,22567
3,0.0625,1,41,23088
3,0.0625,1,42,22646
3,0.0625,1,43,24765
3,0.0625,1,44,23770
3,0.0625,1,45,23064
3,0.0625,1,46,25030
3,0.0625,1,47,25678
3,0.0625,1,48,22219
3,0.0625,1,49,23439
3,0.0625,1,50,22980
3,0.0625,1,51,23300
3,0.0625,2,0,28347
3,0.0625,2,1,29474
3,0.0625,2,2,29034
3,0.0625,2,3,27011
3,0.0625,2,4,28109
3,0.0625,2,5,28152
3,0.0625,2,6,29126
3,0.0625,2,7,28982
3,0.0625,2,8,27644
3,0.0625,2,9,29973
3,0.0625,2,10,27202
3,0.0625,2,11,29142
3,0.0625,2,12,28537
3,0.0625,2,13,28081
3,0.0625,2,14,30877
3,0.0625,2,15,32238
3,0.0625,2,16,28858
3,0.0625,2,17,29758
3,0.0625,2,18,30929
3,0.0625,2,19,28083
3,0.0625,2,20,30624
3,0.0625,2,21,29909
3,0.0625,2,22,30604
3,0.0625,2,23,30812
3,0.0625,2,24,29303
3,0.0625,2,25,28188
3,0.0625,2,26,28359
3,0.0625,2,27,28899
3,0.0625,2,28,26782
3,0.0625,2,29,28835
3,0.0625,2,30,28792
3,0.0625,2,31,25569
3,0.0625,2,32,27031
3,0.0625,2,33,26780
3,0.0625,2,34,26062
3,0.0625,2,35,29353
3,0.0625,2,36,28172
3,0.0625,2,37,29992
3,0.0625,2,38,28570
3,0.0625,2,39,26092
3,0.0625,2,40,22871
3,0.0625,2,41,22725
3,0.0625,2,42,25300
3,0.0625,2,43,24706
3,0.0625,2,44,24701
3,0.0625,2,45,24348
3,0.0625,2,46,23275
3,0.0625,2,47,26010
3,0.0625,2,48,25557
3,0.0625,2,49,22632
3,0.0625,2,50,22381
3,0.0625,2,51,26092
4,0.0625,0,0,34506
4,0.0625,0,1,32825
4,0.0625,0,2,34400
4,0.0625,0,3,32814
4,0.0625,0,4,35793
4,0.0625,0,5,33120
4,0.0625,0,6,33553
4,0.0625,0,7,34914
4,0.0625,0,8,37959
4,0.0625,0,9,32892
4,0.0625,0,10,34092
4,0.0625,0,11,35403
4,0.0625,0,12,33146
4,0.0625,0,13,32607
4,0.0625,0,14,37781
4,0.0625,0,15,32652
4,0.0625,0,16,32955
4,0.0625,0,17,34110
4,0.0625,0,18,34079
4,0.0625,0,19,33516
4,0.0625,0,20,34575
4,0.0625,0,21,32316
4,0.0625,0,22,38007
4,0.0625,0,23,32801
4,0.0625,0,24,34082
4,0.0625,0,25,35118
4,0.0625,0,26,27602
4,0.0625,0,27,26556
4,0.0625,0,28,26002
4,0.0625,0,29,24815
4,0.0625,0,30,25228
4,0.0625,0,31,27308
4,0.0625,0,32,27324
4,0.0625,0,33,29251
4,0.0625,0,34,28304
4,0.0625,0,35,27918
4,0.0625,0,36,24104
4,0.0625,0,37,26889
4,0.0625,0,38,23176
4,0.0625,0,39,29492
4,0.0625,0,40,30476
4,0.0625,0,41,29534
4,0.0625,0,42,31241
4,0.0625,0,43,28106
4,0.0625,0,44,31629
4,0.0625,0,45,27868
4,0.0625,0,46,29416
4,0.0625,0,47,28968
4,0.0625,0,48,29119
4,0.0625,0,49,28023
4,0.0625,0,50,27990
4,0.0625,0,51,29760
4,0.0625,1,0,17571
4,0.0625,1,1,18911
4,0.0625,1,2,18388
4,0.0625,1,3,18642
4,0.0625,1,4,17179
4,0.0625,1,5,18972
4,0.0625,1,6,17949
4,0.0625,1,7,17792
4,0.0625,1,8,16087
4,0.0625,1,9,18742
4,0.0625,1,10,17464
4,0.0625,1,11,17765
4,0.0625,1,12,18431
4,0.0625,1,13,19506
4,0.0625,1,14,18717
4,0.0625,1,15,18124
4,0.0625,1,16,18949
4,0.0625,1,17,19275
4,0.0625,1,18,18117
4,0.0625,1,19,18908
4,0.0625,1,20,19027
4,0.0625,1,21,18919
4,0.0625,1,22,16537
4,0.0625,1,23,19767
4,0.0625,1,24,18670
4,0.0625,1,25,17992
4,0.0625,1,26,23691
4,0.0625,1,27,23668
4,0.0625,1,28,25002
4,0.0625,1,29,25518
4,0.0625,1,30,24695
4,0.0625,1,31,23748
4,0.0625,1,32,24348
4,0.0625,1,33,22131
4,0.0625,1,34,22656
4,0.0625,1,35,22102
4,0.0625,1,36,25558
4,0.0625,1,37,24258
4,0.0625,1,38,26880
4,0.0625,1,39,21600
4,0.0625,1,40,21767
4,0.0625,1,41,22722
4,0.0625,1,42,21083
4,0.0625,1,43,23138
4,0.0625,1,44,21553
4,0.0625,1,45,22841
4,0.0625,1,46,21756
4,0.0625,1,47,21988
4,0.0625,1,48,22473
4,0.0625,1,49,22643
4,0.0625,1,50,21585
4,0.0625,1,51,21954
4,0.0625,2,0,28347
4,0.0625,2,1,29474
4,0.0625,2,2,29034
4,0.0625,2,3,27011
4,0.0625,2,4,28109
4,0.0625,2,5,28152
4,0.0625,2,6,29126
4,0.0625,2,7,28982
4,0.0625,2,8,27644
4,0.0625,2,9,29973
4,0.0625,2,10,27202
4,0.0625,2,11,29142
4,0.0625,2,12,28537
4,0.0625,2,13,31540
4,0.0625,2,14,30899
4,0.0625,2,15,30677
4,0.0625,2,16,29345
4,0.0625,2,17,30509
4,0.0625,2,18,27737
4,0.0625,2,19,32947
4,0.0625,2,20,29516
4,0.0625,2,21,29174
4,0.0625,2,22,31541
4,0.0625,2,23,30854
4,0.0625,2,24,29280
4,0.0625,2,25,28416
4,0.0625,2,26,32318
4,0.0625,2,27,31708
4,0.0625,2,28,33541
4,0.0625,2,29,34310
4,0.0625,2,30,32267
4,0.0625,2,31,34067
4,0.0625,2,32,32829
4,0.0625,2,33,28744
4,0.0625,2,34,32116
4,0.0625,2,35,29945
4,0.0625,2,36,32646
4,0.0625,2,37,29688
4,0.0625,2,38,31190
4,0.0625,2,39,31065
4,0.0625,2,40,30176
4,0.0625,2,41,34891
4,0.0625,2,42,31736
4,0.0625,2,43,33765
4,0.0625,2,44,32917
4,0.0625,2,45,33496
4,0.0625,2,46,33555
4,0.0625,2,47,33652
4,0.0625,2,48,33589
4,0.0625,2,49,35518
4,0.0625,2,50,30051
4,0.0625,2,51,32941
5,0.0625,0,0,34506
5,0.0625,0,1,32825
5,0.0625,0,2,34400
5,0.0625,0,3,32814
5,0.0625,0,4,35793
5,0.0625,0,5,33120
5,0.0625,0,6,33553
5,0.0625,0,7,34914
5,0.0625,0,8,37959
5,0.0625,0,9,32892
5,0.0625,0,10,34092
5,0.0625,0,11,35403
5,0.0625,0,12,33146
5,0.0625,0,13,32607
5,0.0625,0,14,37781
5,0.0625,0,15,32652
5,0.0625,0,16,32955
5,0.0625,0,17,34110
5,0.0625,0,18,34079
5,0.0625,0,19,33516
5,0.0625,0,20,34575
5,0.0625,0,21,32316
5,0.0625,0,22,38007
5,0.0625,0,23,32801
5,0.0625,0,24,34082
5,0.0625,0,25,35118
5,0.0625,0,26,27602
5,0.0625,0,27,26556
5,0.0625,0,28,26002
5,0.0625,0,29,24815
5,0.0625,0,30,25228
5,0.0625,0,31,27308
5,0.0625,0,32,27324
5,0.0625,0,33,29251
5,0.0625,0,34,28304
5,0.0625,0,35,27918
5,0.0625,0,36,24104
5,0.0625,0,37,26889
5,0.0625,0,38,23176
5,0.0625,0,39,32037
5,0.0625,0,40,28598
5,0.0625,0,41,31837
5,0.0625,0,42,32547
5,0.0625,0,43,29578
5,0.0625,0,44,34440
5,0.0625,0,45,31156
5,0.0625,0,46,31067
5,0.0625,0,47,29737
5,0.0625,0,48,26838
5,0.0625,0,49,27573
5,0.0625,0,50,28686
5,0.0625,0,51,29112
5,0.0625,1,0,17571
5,0.0625,1,1,18911
5,0.0625,1,2,18388
5,0.0625,1,3,18642
5,0.0625,1,4,17179
5,0.0625,1,5,18972
5,0.0625,1,6,17949
5,0.0625,1,7,17792
5,0.0625,1,8,16087
5,0.0625,1,9,18742
5,0.0625,1,10,17464
5,0.0625,1,11,17765
5,0.0625,1,12,18431
5,0.0625,1,13,19506
5,0.0625,1,14,18717
5,0.0625,1,15,18124
5,0.0625,1,16,18949
5,0.0625,1,17,19275
5,0.0625,1,18,18117
5,0.0625,1,19,18908
5,0.0625,1,20,19027
5,0.0625,1,21,18919
5,0.0625,1,22,16537
5,0.0625,1,23,19767
5,0.0625,1,24,18670
5,0.0625,1,25,17992
5,0.0625,1,26,23691
5,0.0625,1,27,23668
5,0.0625,1,28,25002
5,0.0625,1,29,25518
5,0.0625,1,30,24695
5,0.0625,1,31,23748
5,0.0625,1,32,24348
5,0.0625,1,33,22131
5,0.0625,1,34,22656
5,0.0625,1,35,22102
5,0.0625,1,36,25558
5,0.0625,1,37,24258
5,0.0625,1,38,26880
5,0.0625,1,39,19844
5,0.0625,1,40,22031
5,0.0625,1,41,21915
5,0.0625,1,42,20309
5,0.0625,1,43,22127
5,0.0625,1,44,19727
5,0.0625,1,45,20869
5,0.0625,1,46,21181
5,0.0625,1,47,22168
5,0.0625,1,48,24099
5,0.0625,1,49,23187
5,0.0625,1,50,23115
5,0.0625,1,51,21931
5,0.0625,2,0,28347
5,0.0625,2,1,29474
5,0.0625,2,2,29034
5,0.0625,2,3,27011
5,0.0625,2,4,28109
5,0.0625,2,5,28152
5,0.0625,2,6,29126
5,0.0625,2,7,28982
5,0.0625,2,8,27644
5,0.0625,2,9,29973
5,0.0625,2,10,27202
5,0.0625,2,11,29142
5,0.0625,2,12,28537
5,0.0625,2,13,31540
5,0.0625,2,14,30899
5,0.0625,2,15,30677
5,0.0625,2,16,29345
5,0.0625,2,17,30509
5,0.0625,2,18,27737
5,0.0625,2,19,32947
5,0.0625,2,20,29516
5,0.0625,2,21,29174
5,0.0625,2,22,31541
5,0.0625,2,23,30854
5,0.0625,2,24,29280
5,0.0625,2,25,28416
5,0.0625,2,26,32318
5,0.0625,2,27,31708
5,0.0625,2,28,33541
5,0.0625,2,29,34310
5,0.0625,2,30,32267
5,0.0625,2,31,34067
5,0.0625,2,32,32829
5,0.0625,2,33,28744
5,0.0625,2,34,32116
5,0.0625,2,35,29945
5,0.0625,2,36,32646
5,0.0625,2,37,29688
5,0.0625,2,38,31190
5,0.0625,2,39,32507
5,0.0625,2,40,32596
5,0.0625,2,41,32580
5,0.0625,2,42,36042
5,0.0625,2,43,33742
5,0.0625,2,44,31964
5,0.0625,2,45,32325
5,0.0625,2,46,33598
5,0.0625,2,47,33840
5,0.0625,2,48,31509
5,0.0625,2,49,33275
5,0.0625,2,50,30912
5,0.0625,2,51,33059
6,0.0625,0,0,34506
6,0.0625,0,1,32825
6,0.0625,0,2,34400
6,0.0625,0,3,32814
6,0.0625,0,4,35793
6,0.0625,0,5,33120
6,0.0625,0,6,33553
6,0.0625,0,7,34914
6,0.0625,0,8,37959
6,0.0625,0,9,32892
6,0.0625,0,10,34092
6,0.0625,0,11,35403
6,0.0625,0,12,33146
6,0.0625,0,13,32607
6,0.0625,0,14,37781
6,0.0625,0,15,32652
6,0.0625,0,16,32955
6,0.0625,0,17,34110
6,0.0625,0,18,34079
6,0.0625,0,19,33516
6,0.0625,0,20,34575
6,0.0625,0,21,32316
6,0.0625,0,22,38007
6,0.0625,0,23,32801
6,0.0625,0,24,34082
6,0.0625,0,25,35118
6,0.0625,0,26,27198
6,0.0625,0,27,25279
6,0.0625,0,28,27277
6,0.0625,0,29,25854
6,0.0625,0,30,23591
6,0.0625,0,31,23145
6,0.0625,0,32,25829
6,0.0625,0,33,27941
6,0.0625,0,34,26323
6,0.0625,0,35,24262
6,0.0625,0,36,27255
6,0.0625,0,37,26717
6,0.0625,0,38,26030
6,0.0625,0,39,27281
6,0.0625,0,40,27260
6,0.0625,0,41,25781
6,0.0625,0,42,27692
6,0.0625,0,43,23883
6,0.0625,0,44,26537
6,0.0625,0,45,26872
6,0.0625,0,46,26121
6,0.0625,0,47,27830
6,0.0625,0,48,29466
6,0.0625,0,49,26990
6,0.0625,0,50,25829
6,0.0625,0,51,28056
6,0.0625,1,0,17571
6,0.0625,1,1,18911
6,0.0625,1,2,18388
6,0.0625,1,3,18642
6,0.0625,1,4,17179
6,0.0625,1,5,18972
6,0.0625,1,6,17949
6,0.0625,1,7,17792
6,0.0625,1,8,16087
