scenario,probability,hub,week,demand
1,0.0625,0,15,17187
1,0.0625,0,16,15381
1,0.0625,0,17,16541
1,0.0625,0,18,16612
1,0.0625,0,19,17184
1,0.0625,0,20,15546
1,0.0625,0,21,16445
1,0.0625,0,22,17016
1,0.0625,0,23,15647
1,0.0625,0,24,16001
1,0.0625,0,25,17441
1,0.0625,0,26,12286
1,0.0625,0,27,13970
1,0.0625,0,28,13335
1,0.0625,0,29,13332
1,0.0625,0,30,13781
1,0.0625,0,31,12238
1,0.0625,0,32,13528
1,0.0625,0,33,13725
1,0.0625,0,34,13519
1,0.0625,0,35,13141
1,0.0625,0,36,13558
1,0.0625,0,37,12489
1,0.0625,0,38,13755
1,0.0625,0,39,9471
1,0.0625,0,40,9097
1,0.0625,0,41,8708
1,0.0625,0,42,8922
1,0.0625,0,43,8727
1,0.0625,0,44,8351
1,0.0625,0,45,8058
1,0.0625,0,46,8103
1,0.0625,0,47,8034
1,0.0625,0,48,8604
1,0.0625,0,49,9006
1,0.0625,0,50,8622
1,0.0625,0,51,8557
1,0.0625,1,0,35855
1,0.0625,1,1,34280
1,0.0625,1,2,35256
1,0.0625,1,3,37733
1,0.0625,1,4,35821
1,0.0625,1,5,36547
1,0.0625,1,6,37746
1,0.0625,1,7,36052
1,0.0625,1,8,37285
1,0.0625,1,9,34669
1,0.0625,1,10,39572
1,0.0625,1,11,37920
1,0.0625,1,12,40438
1,0.0625,1,13,36925
1,0.0625,1,14,40235
1,0.0625,1,15,36781
1,0.0625,1,16,40951
1,0.0625,1,17,36448
1,0.0625,1,18,36900
1,0.0625,1,19,35985
1,0.0625,1,20,41370
1,0.0625,1,21,37820
1,0.0625,1,22,37321
1,0.0625,1,23,38344
1,0.0625,1,24,38503
1,0.0625,1,25,36090
1,0.0625,1,26,43798
1,0.0625,1,27,40612
1,0.0625,1,28,42563
1,0.0625,1,29,43695
1,0.0625,1,30,41122
1,0.0625,1,31,44466
1,0.0625,1,32,43154
1,0.0625,1,33,42521
1,0.0625,1,34,45483
1,0.0625,1,35,40111
1,0.0625,1,36,43482
1,0.0625,1,37,46896
1,0.0625,1,38,41160
1,0.0625,1,39,47889
1,0.0625,1,40,49254
1,0.0625,1,41,52626
1,0.0625,1,42,51070
1,0.0625,1,43,49480
1,0.0625,1,44,50874
1,0.0625,1,45,53441
1,0.0625,1,46,52010
1,0.0625,1,47,54446
1,0.0625,1,48,51487
1,0.0625,1,49,49977
1,0.0625,1,50,49664
1,0.0625,1,51,50312
1,0.0625,2,0,17440
1,0.0625,2,1,15705
1,0.0625,2,2,17771
1,0.0625,2,3,16515
1,0.0625,2,4,16303
1,0.0625,2,5,18092
1,0.0625,2,6,17233
1,0.0625,2,7,17198
1,0.0625,2,8,19624
1,0.0625,2,9,18326
1,0.0625,2,10,17263
1,0.0625,2,11,19186
1,0.0625,2,12,17086
1,0.0625,2,13,19054
1,0.0625,2,14,18601
1,0.0625,2,15,19464
1,0.0625,2,16,16974
1,0.0625,2,17,17394
1,0.0625,2,18,19030
1,0.0625,2,19,18951
1,0.0625,2,20,18062
1,0.0625,2,21,19533
1,0.0625,2,22,20247
1,0.0625,2,23,18625
1,0.0625,2,24,18883
1,0.0625,2,25,20188
1,0.0625,2,26,15007
1,0.0625,2,27,13550
1,0.0625,2,28,13896
1,0.0625,2,29,13866
1,0.0625,2,30,15750
1,0.0625,2,31,14396
1,0.0625,2,32,13718
1,0.0625,2,33,14657
1,0.0625,2,34,16725
1,0.0625,2,35,14408
1,0.0625,2,36,14634
1,0.0625,2,37,13587
1,0.0625,2,38,14646
1,0.0625,2,39,9835
1,0.0625,2,40,9832
1,0.0625,2,41,10509
1,0.0625,2,42,10619
1,0.0625,2,43,10821
1,0.0625,2,44,10726
1,0.0625,2,45,11199
1,0.0625,2,46,10403
1,0.0625,2,47,10407
1,0.0625,2,48,10715
1,0.0625,2,49,10402
1,0.0625,2,50,10182
1,0.0625,2,51,10157
2,0.0625,0,0,19431
2,0.0625,0,1,19411
2,0.0625,0,2,19568
2,0.0625,0,3,17429
2,0.0625,0,4,18051
2,0.0625,0,5,18236
2,0.0625,0,6,18049
2,0.0625,0,7,18277
2,0.0625,0,8,17285
2,0.0625,0,9,19438
2,0.0625,0,10,17690
2,0.0625,0,11,17268
2,0.0625,0,12,16162
2,0.0625,0,13,16730
2,0.0625,0,14,16169
2,0.0625,0,15,17187
2,0.0625,0,16,15381
2,0.0625,0,17,16541
2,0.0625,0,18,16612
2,0.0625,0,19,17184
2,0.0625,0,20,15546
2,0.0625,0,21,16445
2,0.0625,0,22,17016
2,0.0625,0,23,15647
2,0.0625,0,24,16001
2,0.0625,0,25,17441
2,0.0625,0,26,13037
2,0.0625,0,27,12587
2,0.0625,0,28,12948
2,0.0625,0,29,13846
2,0.0625,0,30,13328
2,0.0625,0,31,13321
2,0.0625,0,32,12747
2,0.0625,0,33,13847
2,0.0625,0,34,13450
2,0.0625,0,35,13620
2,0.0625,0,36,13341
2,0.0625,0,37,13801
2,0.0625,0,38,13399
2,0.0625,0,39,15133
2,0.0625,0,40,15447
2,0.0625,0,41,17895
2,0.0625,0,42,17869
2,0.0625,0,43,17378
2,0.0625,0,44,16535
2,0.0625,0,45,15088
2,0.0625,0,46,15217
2,0.0625,0,47,16868
2,0.0625,0,48,18075
2,0.0625,0,49,15254
2,0.0625,0,50,16971
2,0.0625,0,51,16174
2,0.0625,1,0,35855
2,0.0625,1,1,34280
2,0.0625,1,2,35256
2,0.0625,1,3,37733
2,0.0625,1,4,35821
2,0.0625,1,5,36547
2,0.0625,1,6,37746
2,0.0625,1,7,36052
2,0.0625,1,8,37285
2,0.0625,1,9,34669
2,0.0625,1,10,39572
2,0.0625,1,11,37920
2,0.0625,1,12,40438
2,0.0625,1,13,36925
2,0.0625,1,14,40235
2,0.0625,1,15,36781
2,0.0625,1,16,40951
2,0.0625,1,17,36448
2,0.0625,1,18,36900
2,0.0625,1,19,35985
2,0.0625,1,20,41370
2,0.0625,1,21,37820
2,0.0625,1,22,37321
2,0.0625,1,23,38344
2,0.0625,1,24,38503
2,0.0625,1,25,36090
2,0.0625,1,26,42455
2,0.0625,1,27,44628
2,0.0625,1,28,44807
2,0.0625,1,29,39707
2,0.0625,1,30,41525
2,0.0625,1,31,42723
2,0.0625,1,32,45948
2,0.0625,1,33,39159
2,0.0625,1,34,44159
2,0.0625,1,35,41741
2,0.0625,1,36,42150
2,0.0625,1,37,41452
2,0.0625,1,38,43178
2,0.0625,1,39,32419
2,0.0625,1,40,31598
2,0.0625,1,41,28719
2,0.0625,1,42,31373
2,0.0625,1,43,30621
2,0.0625,1,44,31246
2,0.0625,1,45,33194
2,0.0625,1,46,34837
2,0.0625,1,47,31426
2,0.0625,1,48,29568
2,0.0625,1,49,33425
2,0.0625,1,50,31475
2,0.0625,1,51,32896
2,0.0625,2,0,17440
2,0.0625,2,1,15705
2,0.0625,2,2,17771
2,0.0625,2,3,16515
2,0.0625,2,4,16303
2,0.0625,2,5,18092
2,0.0625,2,6,17233
2,0.0625,2,7,17198
2,0.0625,2,8,19624
2,0.0625,2,9,18326
2,0.0625,2,10,17263
2,0.0625,2,11,19186
2,0.0625,2,12,17086
2,0.0625,2,13,19054
2,0.0625,2,14,18601
2,0.0625,2,15,19464
2,0.0625,2,16,16974
2,0.0625,2,17,17394
2,0.0625,2,18,19030
2,0.0625,2,19,18951
2,0.0625,2,20,18062
2,0.0625,2,21,19533
2,0.0625,2,22,20247
2,0.0625,2,23,18625
2,0.0625,2,24,18883
2,0.0625,2,25,20188
2,0.0625,2,26,14930
2,0.0625,2,27,13380
2,0.0625,2,28,14011
2,0.0625,2,29,13516
2,0.0625,2,30,13036
2,0.0625,2,31,13968
2,0.0625,2,32,14558
2,0.0625,2,33,13026
2,0.0625,2,34,14123
2,0.0625,2,35,13726
2,0.0625,2,36,13932
2,0.0625,2,37,13390
2,0.0625,2,38,13617
2,0.0625,2,39,17963
2,0.0625,2,40,18317
2,0.0625,2,41,20112
2,0.0625,2,42,17815
2,0.0625,2,43,17244
2,0.0625,2,44,19595
2,0.0625,2,45,18384
2,0.0625,2,46,18305
2,0.0625,2,47,16904
2,0.0625,2,48,18440
2,0.0625,2,49,18567
2,0.0625,2,50,18250
2,0.0625,2,51,18248
3,0.0625,0,0,19431
3,0.0625,0,1,19411
3,0.0625,0,2,19568
3,0.0625,0,3,17429
3,0.0625,0,4,18051
3,0.0625,0,5,18236
3,0.0625,0,6,18049
3,0.0625,0,7,18277
3,0.0625,0,8,17285
3,0.0625,0,9,19438
3,0.0625,0,10,17690
3,0.0625,0,11,17268
3,0.0625,0,12,16162
3,0.0625,0,13,16730
3,0.0625,0,14,16169
3,0.0625,0,15,17187
3,0.0625,0,16,15381
3,0.0625,0,17,16541
3,0.0625,0,18,16612
3,0.0625,0,19,17184
3,0.0625,0,20,15546
3,0.0625,0,21,16445
3,0.0625,0,22,17016
3,0.0625,0,23,15647
3,0.0625,0,24,16001
3,0.0625,0,25,17441
3,0.0625,0,26,13037
3,0.0625,0,27,12587
3,0.0625,0,28,12948
3,0.0625,0,29,13846
3,0.0625,0,30,13328
3,0.0625,0,31,13321
3,0.0625,0,32,12747
3,0.0625,0,33,13847
3,0.0625,0,34,13450
3,0.0625,0,35,13620
3,0.0625,0,36,13341
3,0.0625,0,37,13801
3,0.0625,0,38,13399
3,0.0625,0,39,16104
3,0.0625,0,40,15962
3,0.0625,0,41,16195
3,0.0625,0,42,15536
3,0.0625,0,43,17163
3,0.0625,0,44,15811
3,0.0625,0,45,16827
3,0.0625,0,46,16680
3,0.0625,0,47,15294
3,0.0625,0,48,16645
3,0.0625,0,49,17322
3,0.0625,0,50,15716
3,0.0625,0,51,16322
3,0.0625,1,0,35855
3,0.0625,1,1,34280
3,0.0625,1,2,35256
3,0.0625,1,3,37733
3,0.0625,1,4,35821
3,0.0625,1,5,36547
3,0.0625,1,6,37746
3,0.0625,1,7,36052
3,0.0625,1,8,37285
3,0.0625,1,9,34669
3,0.0625,1,10,39572
3,0.0625,1,11,37920
3,0.0625,1,12,40438
3,0.0625,1,13,36925
3,0.0625,1,14,40235
3,0.0625,1,15,36781
3,0.0625,1,16,40951
3,0.0625,1,17,36448
3,0.0625,1,18,36900
3,0.0625,1,19,35985
3,0.0625,1,20,41370
3,0.0625,1,21,37820
3,0.0625,1,22,37321
3,0.0625,1,23,38344
3,0.0625,1,24,38503
3,0.0625,1,25,36090
3,0.0625,1,26,42455
3,0.0625,1,27,44628
3,0.0625,1,28,44807
3,0.0625,1,29,39707
3,0.0625,1,30,41525
3,0.0625,1,31,42723
3,0.0625,1,32,45948
3,0.0625,1,33,39159
3,0.0625,1,34,44159
3,0.0625,1,35,41741
3,0.0625,1,36,42150
3,0.0625,1,37,41452
3,0.0625,1,38,43178
3,0.0625,1,39,32512
3,0.0625,1,40,32816
3,0.0625,1,41,31194
3,0.0625,1,42,33595
3,0.0625,1,43,29669
3,0.0625,1,44,33259
3,0.0625,1,45,31089
3,0.0625,1,46,31696
3,0.0625,1,47,34407
3,0.0625,1,48,30863
3,0.0625,1,49,30702
3,0.0625,1,50,34078
3,0.0625,1,51,31848
3,0.0625,2,0,17440
3,0.0625,2,1,15705
3,0.0625,2,2,17771
3,0.0625,2,3,16515
3,0.0625,2,4,16303
3,0.0625,2,5,18092
3,0.0625,2,6,17233
3,0.0625,2,7,17198
3,0.0625,2,8,19624
3,0.0625,2,9,18326
3,0.0625,2,10,17263
3,0.0625,2,11,19186
3,0.0625,2,12,17086
3,0.0625,2,13,19054
3,0.0625,2,14,18601
3,0.0625,2,15,19464
3,0.0625,2,16,16974
3,0.0625,2,17,17394
3,0.0625,2,18,19030
3,0.0625,2,19,18951
3,0.0625,2,20,18062
3,0.0625,2,21,19533
3,0.0625,2,22,20247
3,0.0625,2,23,18625
3,0.0625,2,24,18883
3,0.0625,2,25,20188
3,0.0625,2,26,14930
3,0.0625,2,27,13380
3,0.0625,2,28,14011
3,0.0625,2,29,13516
3,0.0625,2,30,13036
3,0.0625,2,31,13968
3,0.0625,2,32,14558
3,0.0625,2,33,13026
3,0.0625,2,34,14123
3,0.0625,2,35,13726
3,0.0625,2,36,13932
3,0.0625,2,37,13390
3,0.0625,2,38,13617
3,0.0625,2,39,17256
3,0.0625,2,40,19145
3,0.0625,2,41,16831
3,0.0625,2,42,18847
3,0.0625,2,43,17010
3,0.0625,2,44,18115
3,0.0625,2,45,18830
3,0.0625,2,46,18700
3,0.0625,2,47,17461
3,0.0625,2,48,18738
3,0.0625,2,49,17206
3,0.0625,2,50,17275
3,0.0625,2,51,17605
4,0.0625,0,0,19431
4,0.0625,0,1,19411
4,0.0625,0,2,19568
4,0.0625,0,3,17429
4,0.0625,0,4,18051
4,0.0625,0,5,18236
4,0.0625,0,6,18049
4,0.0625,0,7,18277
4,0.0625,0,8,17285
4,0.0625,0,9,19438
4,0.0625,0,10,17690
4,0.0625,0,11,17268
4,0.0625,0,12,16162
4,0.0625,0,13,16037
4,0.0625,0,14,15561
4,0.0625,0,15,16383
4,0.0625,0,16,16091
4,0.0625,0,17,15868
4,0.0625,0,18,16253
4,0.0625,0,19,16936
4,0.0625,0,20,14957
4,0.0625,0,21,15608
4,0.0625,0,22,16764
4,0.0625,0,23,15280
4,0.0625,0,24,17043
4,0.0625,0,25,17412
4,0.0625,0,26,15980
4,0.0625,0,27,15486
4,0.0625,0,28,14484
4,0.0625,0,29,16824
4,0.0625,0,30,15281
4,0.0625,0,31,15242
4,0.0625,0,32,14325
4,0.0625,0,33,14021
4,0.0625,0,34,14189
4,0.0625,0,35,13906
4,0.0625,0,36,14526
4,0.0625,0,37,14103
4,0.0625,0,38,15949
4,0.0625,0,39,10008
4,0.0625,0,40,10541
4,0.0625,0,41,10072
4,0.0625,0,42,9273
4,0.0625,0,43,10396
4,0.0625,0,44,11476
4,0.0625,0,45,10887
4,0.0625,0,46,10460
4,0.0625,0,47,10258
4,0.0625,0,48,10840
4,0.0625,0,49,11538
4,0.0625,0,50,9701
4,0.0625,0,51,10778
4,0.0625,1,0,35855
4,0.0625,1,1,34280
4,0.0625,1,2,35256
4,0.0625,1,3,37733
4,0.0625,1,4,35821
4,0.0625,1,5,36547
4,0.0625,1,6,37746
4,0.0625,1,7,36052
4,0.0625,1,8,37285
4,0.0625,1,9,34669
4,0.0625,1,10,39572
4,0.0625,1,11,37920
4,0.0625,1,12,40438
4,0.0625,1,13,40760
4,0.0625,1,14,40728
4,0.0625,1,15,36785
4,0.0625,1,16,38001
4,0.0625,1,17,38661
4,0.0625,1,18,39349
4,0.0625,1,19,36383
4,0.0625,1,20,42491
4,0.0625,1,21,41662
4,0.0625,1,22,36340
4,0.0625,1,23,40586
4,0.0625,1,24,37148
4,0.0625,1,25,35375
4,0.0625,1,26,32651
4,0.0625,1,27,34552
4,0.0625,1,28,37810
4,0.0625,1,29,30565
4,0.0625,1,30,37263
4,0.0625,1,31,34845
4,0.0625,1,32,35632
4,0.0625,1,33,37955
4,0.0625,1,34,37982
4,0.0625,1,35,38417
4,0.0625,1,36,36566
4,0.0625,1,37,38230
4,0.0625,1,38,33061
4,0.0625,1,39,42388
4,0.0625,1,40,42045
4,0.0625,1,41,44665
4,0.0625,1,42,44841
4,0.0625,1,43,43588
4,0.0625,1,44,38244
4,0.0625,1,45,41918
4,0.0625,1,46,41992
4,0.0625,1,47,43160
4,0.0625,1,48,40747
4,0.0625,1,49,39430
4,0.0625,1,50,42170
4,0.0625,1,51,39729
4,0.0625,2,0,17440
4,0.0625,2,1,15705
4,0.0625,2,2,17771
4,0.0625,2,3,16515
4,0.0625,2,4,16303
4,0.0625,2,5,18092
4,0.0625,2,6,17233
4,0.0625,2,7,17198
4,0.0625,2,8,19624
4,0.0625,2,9,18326
4,0.0625,2,10,17263
4,0.0625,2,11,19186
4,0.0625,2,12,17086
4,0.0625,2,13,19100
4,0.0625,2,14,18247
4,0.0625,2,15,18346
4,0.0625,2,16,19243
4,0.0625,2,17,19301
4,0.0625,2,18,18885
4,0.0625,2,19,19288
4,0.0625,2,20,18109
4,0.0625,2,21,18352
4,0.0625,2,22,17538
4,0.0625,2,23,19297
4,0.0625,2,24,18666
4,0.0625,2,25,18117
4,0.0625,2,26,14708
4,0.0625,2,27,15769
4,0.0625,2,28,16281
4,0.0625,2,29,14906
4,0.0625,2,30,15344
4,0.0625,2,31,15206
4,0.0625,2,32,14317
4,0.0625,2,33,15293
4,0.0625,2,34,15016
4,0.0625,2,35,15093
4,0.0625,2,36,16716
4,0.0625,2,37,15518
4,0.0625,2,38,16202
4,0.0625,2,39,18575
4,0.0625,2,40,18427
4,0.0625,2,41,19514
4,0.0625,2,42,19529
4,0.0625,2,43,18928
4,0.0625,2,44,20724
4,0.0625,2,45,18039
4,0.0625,2,46,18529
4,0.0625,2,47,19580
4,0.0625,2,48,17040
4,0.0625,2,49,19943
4,0.0625,2,50,19685
4,0.0625,2,51,19443
5,0.0625,0,0,19431
5,0.0625,0,1,19411
5,0.0625,0,2,19568
5,0.0625,0,3,17429
5,0.0625,0,4,18051
5,0.0625,0,5,18236
5,0.0625,0,6,18049
5,0.0625,0,7,18277
5,0.0625,0,8,17285
5,0.0625,0,9,19438
5,0.0625,0,10,17690
5,0.0625,0,11,17268
5,0.0625,0,12,16162
5,0.0625,0,13,16037
5,0.0625,0,14,15561
5,0.0625,0,15,16383
5,0.0625,0,16,16091
5,0.0625,0,17,15868
5,0.0625,0,18,16253
5,0.0625,0,19,16936
5,0.0625,0,20,14957
5,0.0625,0,21,15608
5,0.0625,0,22,16764
5,0.0625,0,23,15280
5,0.0625,0,24,17043
5,0.0625,0,25,17412
5,0.0625,0,26,15980
5,0.0625,0,27,15486
5,0.0625,0,28,14484
5,0.0625,0,29,16824
5,0.0625,0,30,15281
5,0.0625,0,31,15242
5,0.0625,0,32,14325
5,0.0625,0,33,14021
5,0.0625,0,34,14189
5,0.0625,0,35,13906
5,0.0625,0,36,14526
5,0.0625,0,37,14103
5,0.0625,0,38,15949
5,0.0625,0,39,10319
5,0.0625,0,40,11155
5,0.0625,0,41,9509
5,0.0625,0,42,10134
5,0.0625,0,43,9869
5,0.0625,0,44,11151
5,0.0625,0,45,10488
5,0.0625,0,46,10866
5,0.0625,0,47,10923
5,0.0625,0,48,11125
5,0.0625,0,49,10056
5,0.0625,0,50,10466
5,0.0625,0,51,10705
5,0.0625,1,0,35855
5,0.0625,1,1,34280
5,0.0625,1,2,35256
5,0.0625,1,3,37733
5,0.0625,1,4,35821
5,0.0625,1,5,36547
5,0.0625,1,6,37746
5,0.0625,1,7,36052
5,0.0625,1,8,37285
5,0.0625,1,9,34669
5,0.0625,1,10,39572
5,0.0625,1,11,37920
5,0.0625,1,12,40438
5,0.0625,1,13,40760
5,0.0625,1,14,40728
5,0.0625,1,15,36785
5,0.0625,1,16,38001
5,0.0625,1,17,38661
5,0.0625,1,18,39349
5,0.0625,1,19,36383
5,0.0625,1,20,42491
5,0.0625,1,21,41662
5,0.0625,1,22,36340
5,0.0625,1,23,40586
5,0.0625,1,24,37148
5,0.0625,1,25,35375
5,0.0625,1,26,32651
5,0.0625,1,27,34552
5,0.0625,1,28,37810
5,0.0625,1,29,30565
5,0.0625,1,30,37263
5,0.0625,1,31,34845
5,0.0625,1,32,35632
5,0.0625,1,33,37955
5,0.0625,1,34,37982
5,0.0625,1,35,38417
5,0.0625,1,36,36566
5,0.0625,1,37,38230
5,0.0625,1,38,33061
5,0.0625,1,39,42209
5,0.0625,1,40,39331
5,0.0625,1,41,45367
5,0.0625,1,42,43097
5,0.0625,1,43,46102
5,0.0625,1,44,39857
5,0.0625,1,45,42037
5,0.0625,1,46,40752
5,0.0625,1,47,42755
5,0.0625,1,48,38382
5,0.0625,1,49,46522
5,0.0625,1,50,40391
5,0.0625,1,51,38591
5,0.0625,2,0,17440
5,0.0625,2,1,15705
5,0.0625,2,2,17771
5,0.0625,2,3,16515
5,0.0625,2,4,16303
5,0.0625,2,5,18092
5,0.0625,2,6,17233
5,0.0625,2,7,17198
5,0.0625,2,8,19624
5,0.0625,2,9,18326
5,0.0625,2,10,17263
5,0.0625,2,11,19186
5,0.0625,2,12,17086
5,0.0625,2,13,19100
5,0.0625,2,14,18247
5,0.0625,2,15,18346
5,0.0625,2,16,19243
5,0.0625,2,17,19301
5,0.0625,2,18,18885
5,0.0625,2,19,19288
5,0.0625,2,20,18109
5,0.0625,2,21,18352
5,0.0625,2,22,17538
5,0.0625,2,23,19297
5,0.0625,2,24,18666
5,0.0625,2,25,18117
5,0.0625,2,26,14708
5,0.0625,2,27,15769
5,0.0625,2,28,16281
5,0.0625,2,29,14906
5,0.0625,2,30,15344
5,0.0625,2,31,15206
5,0.0625,2,32,14317
5,0.0625,2,33,15293
5,0.0625,2,34,15016
5,0.0625,2,35,15093
5,0.0625,2,36,16716
5,0.0625,2,37,15518
5,0.0625,2,38,16202
5,0.0625,2,39,19651
5,0.0625,2,40,19686
5,0.0625,2,41,18982
5,0.0625,2,42,19591
5,0.0625,2,43,20064
5,0.0625,2,44,19342
5,0.0625,2,45,20192
5,0.0625,2,46,19523
5,0.0625,2,47,20087
5,0.0625,2,48,18711
5,0.0625,2,49,18231
5,0.0625,2,50,19914
5,0.0625,2,51,17761
6,0.0625,0,0,19431
6,0.0625,0,1,19411
6,0.0625,0,2,19568
6,0.0625,0,3,17429
6,0.0625,0,4,18051
6,0.0625,0,5,18236
6,0.0625,0,6,18049
6,0.0625,0,7,18277
6,0.0625,0,8,17285
6,0.0625,0,9,19438
6,0.0625,0,10,17690
6,0.0625,0,11,17268
6,0.0625,0,12,16162
6,0.0625,0,13,16037
6,0.0625,0,14,15561
6,0.0625,0,15,16383
6,0.0625,0,16,16091
6,0.0625,0,17,15868
6,0.0625,0,18,16253
6,0.0625,0,19,16936
6,0.0625,0,20,14957
6,0.0625,0,21,15608
6,0.0625,0,22,16764
6,0.0625,0,23,15280
6,0.0625,0,24,17043
6,0.0625,0,25,17412
6,0.0625,0,26,13712
6,0.0625,0,27,14287
6,0.0625,0,28,13963
6,0.0625,0,29,15253
6,0.0625,0,30,14420
6,0.0625,0,31,15027
6,0.0625,0,32,13541
6,0.0625,0,33,14359
6,0.0625,0,34,14304
6,0.0625,0,35,15454
6,0.0625,0,36,13358
6,0.0625,0,37,15336
6,0.0625,0,38,14552
6,0.0625,0,39,15590
6,0.0625,0,40,15455
6,0.0625,0,41,18845
6,0.0625,0,42,17650
6,0.0625,0,43,17103
6,0.0625,0,44,16634
6,0.0625,0,45,15646
6,0.0625,0,46,17817
6,0.0625,0,47,16539
6,0.0625,0,48,15755
6,0.0625,0,49,16529
6,0.0625,0,50,16121
6,0.0625,0,51,18519
6,0.0625,1,0,35855
6,0.0625,1,1,34280
6,0.0625,1,2,35256
6,0.0625,1,3,37733
6,0.0625,1,4,35821
6,0.0625,1,5,36547
6,0.0625,1,6,37746
6,0.0625,1,7,36052
6,0.0625,1,8,37285
